FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,updateTime
1012747,North Iowa Farmers Market,http://www.northiowafarmersmarket.com/,www.fb.com/northiowafarmersmarket,,,,,Mason City,Cerro Gordo,Iowa,50401,05/17/2016 to 10/28/2016,Tue: 3:00 PM-6:00 PM;Fri: 3:00 PM-6:00 PM;,,,,,,,-93.2476,43.149597,,7/31/2016 15:09
1012748,Crofton Farmers Market,http://www.croftonfarmersmarket.com,https://www.facebook.com/croftonfarmersmarket/,https://twitter.com/croftonfarmmkt,,https://www.instagram.com/croftonfarmersmarket/,1691 Crofton Pkwy,Crofton,Anne Arundel,Maryland,21114,05/11/2016 to 10/26/2016,Wed: 3:00 PM-7:00 PM;,,,,,,,-76.696765,39.004666,,8/2/2016 10:41
1012749,Dallas Farmers Market,http://www.dallasfarmersmarket.org,https://www.facebook.com/DFMDallasFarmersMarket/,https://twitter.com/dallasfarmer,,https://www.instagram.com/dallasfarmersmarket/,920 S. Harwood Rd.,Dallas,Dallas,Texas,75201,01/01/2016 to ,Fri: 10:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;Sun: 10:00 AM-5:00 PM;,01/01/2016 to 12/31/2016,Mon: 10:00 AM-6:00 PM;Tue: 10:00 AM-6:00 PM;Wed: 10:00 AM-6:00 PM;Thu: 10:00 AM-6:00 PM;Fri: 10:00 AM-6:00 PM;Sat: 10:00 AM-6:00 PM;Sun: 10:00 AM-6:00 PM;,,,,,-96.789378,32.777649,,8/2/2016 11:58
1012750,Lawrence Farmers' Market - Saturday,http://www.lawrencefarmersmarket.com,Lawrence Farmers' Market,,,@lawrencefarmersmarket,824 New Hampshire Street,Lawrence,Douglas,Kansas,66044,04/09/2016 to 08/27/2016,Sat: 7:00 AM-11:00 AM;,09/03/2016 to 11/19/2016,Sat: 8:00 AM-12:00 PM;,,,,,-95.234356,38.96857,,8/2/2016 12:34
1012751,Lawrence Farmers' Market - Tuesday,http://www.lawrencefarmersmarket.com,Lawrence Farmers' Market,,,@lawrencefarmersmarket,706 Kentucky Street,Lawrence,Douglas,Kansas,66044,05/03/2016 to 10/25/2016,Tue: 4:00 PM-6:00 PM;,,,,,,,-95.237968,38.97035,,8/2/2016 12:41
1012752,St. John Farmers Market,http://www. 41markets.com,www.facebook.com/st.johnfarmersmarket,,,,625 111th Ave N,Naples,Collier,Florida,34108,10/07/2016 to 04/28/2017,Fri: 9:00 AM-2:00 PM;,,,,,,,-81.812604,26.27315,,8/2/2016 18:02
1012753,Beach Baptist Farmers Market,http://www.41markets.com,www.facebook.com/beachbaptistfarmersmarket,,,,130 Connecticut Street,Fort Myers Beach ,Lee,Florida,33931,08/03/2016 to 04/26/2017,Wed: 9:00 AM-2:00 PM;,,,,,,,-81.930516,26.442506,,8/2/2016 18:13
1012754,Community Congregational Farmers Market,http://www. 41markets.com,www.facebook.com/c3farmersmarket,,,,15300 Tamiami Trail N,Naples,Collier,Florida,34110,10/08/2016 to 04/29/2017,Sat: 9:00 AM-2:00 PM;,,,,,,,-81.804309,26.309917,,8/2/2016 18:22
1012756,Rodes Farmers Market,,,,,,3756 Bonita Beach Road SW,Bonita Springs ,Lee,Florida,34134,04/24/2016 to 08/28/2016,Sun: 9:00 AM-2:00 PM;,10/01/2016 to 04/28/2017,Sat: 9:00 AM-2:00 PM;,,,,,-81.815337,26.33083,,8/3/2016 10:43
1012758,City Soul Market ,,,,,,700 State St.,Springfield,Hampden,Massachusetts,1109,,Sat: 10:00 AM-2:00 PM;,,,,,,,-72.569068,42.110615,,8/3/2016 6:59
1012759,Okawville Farmers Market,,,,,,110 E Walnut St,Okawville,Washington,Illinois,62271,04/05/2016 to 09/27/2016,Tue: 4:00 PM-6:00 PM;,,,,,,,-89.550447,38.434503,,8/3/2016 14:01
1012761,Muncie Makers Market ,,https://www.facebook.com/groups/1627047027524961/,,,,Jackson and Cherry Streets ,Muncie ,Delaware,Indiana,47305,06/11/2016 to 10/29/2016,Sat: 4:00 PM-7:00 PM;,,,,,,,-85.3909944,40.1928856,,8/4/2016 23:12
1012762,Frostburg Farmers' Market,http://alleganymountainfresh.weebly.com/,https://www.facebook.com/Alleganyfarmersmarkets/?fref=ts,,,,14 S. Water Street,Frostburg ,Allegany,Maryland,21532,05/23/2016 to 10/31/2016,Fri: 9:30 AM-1:00 PM;,,,,,,,-78.9292556,39.6574721,,8/5/2016 14:41
1012765,wilkes county farmers market,http://downtownnorthwilkesboro.com,https://www.facebook.com/wilkescountyfarmersmarket/,,,,CBD Loop,North Wilkesboro,Wilkes,North Carolina,28659,04/01/2016 to 09/24/2016,Tue: 3:30 PM-5:30 PM;Sat: 7:30 AM-12:00 PM;,,,,,,,-81.1445774,36.1593523,,8/8/2016 8:53
1012766,Stafford Community Farmers' Market,http://Www.staffordcommunityfarmersmarket.com,Stafford Community Farmers Market,,,,3 Stafford Street,Stafford Springs,Tolland,Connecticut,6076,06/11/2016 to 10/29/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.2842559,41.9575977,,8/8/2016 9:47
1012767,Farmers Market at St. John's,,Farmers Market at St. John's/Naperviile,,,,750 Aurora Avenue,Naperville,DuPage,Illinois,60540,06/08/2016 to 09/21/2016,Wed: 3:00 PM-7:00 PM;,,,,,,,-88.159302,41.767704,,8/8/2016 10:14
1012768,"Pike County Pop-Up Farmers' Markets - Waverly, Ohio",http://pike.osu.edu/,https://www.facebook.com/OSU-Extension-Pike-County-942516695840817/?ref=bookmarks,,,,1001 W 2nd Street,Waverly,Pike,Ohio,45690,07/30/2016 to 10/15/2016,Sat: 2:00 PM-4:00 PM;,,,,,,,-82.993338,39.11329,,8/8/2016 12:02
1012770,Pigtown Community Farmers Market,http://www.pigtowncommunityfarmersmarket.com/,https://www.facebook.com/PigtownMarket/?fref=ts,https://twitter.com/pigtown_market,,https://www.instagram.com/pigtownmarket/?hl=en,Washington Boulevard and Bayard Street,Baltimore,Baltimore City,Maryland,21230,06/02/2016 to 10/06/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-76.6367416,39.2796022,,8/8/2016 13:07
1012771,THE MARKETPLACE ,http://pulaskimarketplace.com/,www.facebook.com/pulaskimarketplace,https://twitter.com/pulaski_market,,https://www.pinterest.com/pulaskimarket/,20 S Washinton Ave,Pulaski,Pulaski,Virginia,24301,05/17/2016 to 09/06/2016,Tue: 4:00 PM-8:00 PM;,,,,,,,-80.7792887,37.0458736,,8/8/2016 13:55
1012773,Ohio Valley Farmers Market - Bellaire,http://ovfarmersmarket.org/,https://www.facebook.com/Ohio-Valley-Farmers-Market-76218936373/info/?entry_point=page_nav_about_item&tab=page_info,,,,32nd Street and Union Street,Bellaire,Belmont,Ohio,43906,06/04/2016 to 10/29/2016,Sun: 9:00 AM-12:00 PM;,06/03/2017 to 10/28/2017,Sun: 9:00 AM-12:00 PM;,,,,,-80.7422347,40.0137473,,8/9/2016 13:35
1012774,Whitestown Farmers Market,,https://www.facebook.com/WhitestownFarmersMarket/,,,,6210 Veterans Drive,Whitestown,Boone,Indiana,46075,06/11/2016 to 10/15/2016,Sat: 10:00 AM-2:00 PM;,,,,,,,-86.337987,39.950105,,8/9/2016 14:16
1012775,New Haven Farmers Market,,New Haven Farmers Market,@newhavenin_park,,,956 Park Ave,New Haven,Allen,Indiana,46774,06/29/2016 to 09/28/2016,Wed: 4:00 PM-7:00 PM;,,,,,,,-85.0164173,41.0691493,,8/9/2016 14:40
1012777,Oxnard Farmers Market,http://www.OxnardFarmersMarket.com,www.facebook.com/OxnardFarmersMarket/,https://twitter.com/oxnfarmersmkt,www.youtube.com/DowntownOxnard,www.instagram.com/oxnardfarmersmarket/,Fifth and C Street,Oxnard,Ventura,California,93030,01/01/2016 to 12/31/2016,Thu: 9:00 AM-1:30 PM;,,,,,,,-119.180102,34.198012,,8/10/2016 16:44
1012779,Monte Vista Farmers Market,,Monts Vista Farmers Market,,,,1st and Jefferson,Monte Vista ,Rio Grande,Colorado,81144,07/15/2016 to 09/30/2016,Fri: 8:00 AM-1:00 PM;,,,,,,,-106.145805,37.58014,,8/10/2016 17:55
1012781,Marianna City Farmers' Market,,Marianna City Farmers Market,,,,Madison Street,Marianna ,Jackson,Florida,32446,04/02/2016 to 08/31/2016,Tue: 7:00 AM-12:00 PM;Thu: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,09/03/2016 to 12/31/2016,Sat: 8:00 AM-12:00 PM;,,,,,-85.225285,30.775235,,8/11/2016 9:25
1012782,Owen County Farm and Craft Market,,https://www.facebook.com/owencountyfarmandcraftmarket/,,,,430 Roland Avenue,Owenton,Owen,Kentucky,40359,05/13/2016 to 10/28/2016,Fri: 10:00 AM-1:00 PM;,,,,,,,-84.841835,38.546503,,8/11/2016 16:18
1012783,Edenton Farmers Market,http://www.edentonfarmersmarket.com,https://www.facebook.com/edentonfarmersmarket/,,,,730 N Granville St,Edenton,Chowan,North Carolina,27932,04/23/2016 to 12/17/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-76.607355,36.070023,,8/11/2016 21:44
1012784,38th & Meridian Farmers Market,http://www.meridianfarmersmarket.org,https://www.facebook.com/38th-Meridian-Farmers-Market-501761683311307,,,,3808 N Meridian St,Indianapolis,Marion,Indiana,46208,06/02/2016 to 09/29/2016,Thu: 4:00 PM-6:30 PM;,,,,,,,-86.158459,39.825071,,8/12/2016 9:35
1012785,Lake of the Pines Association Certified Farmers Market,http://www.lop.org/sub_category_list.asp?category=108&title=Farmers+Market,https://www.facebook.com/LOPFarmersMarket/,,,,11665 Lakeshore North ,Auburn ,Nevada,California,95602,06/14/2016 to 09/27/2016,Tue: 3:00 PM-7:00 PM;,06/13/2017 to 09/26/2017,Tue: 4:00 PM-6:30 PM;,,,,,-121.0664289,39.0406051,,8/15/2016 16:15
1012786,Midtown Farmers Market,http://www2.midwestfarmersmarkets.org/markets/midtown-farmers-market/,https://www.facebook.com/Midtown-Farmers-Market-655879797806495/,https://twitter.com/MidtownFmsMkt,,,"6655 Delmar Blvd, Back Lot",University City,St. Louis,Missouri,63130,,Sat: 8:30 AM-12:30 PM;,,,,,,,-90.307251,38.656378,,8/17/2016 7:19
1012788,Plumsteadville Grange Farmer's Market,http://www.grange.org/plumsteadvillepa1738/farm-market/,https://www.facebook.com/pages/Plumsteadville-Grange-Farm-Market/202768669745812,,,,5901 Easton Rd,Pipersville,Bucks,Pennsylvania,18947,05/21/2016 to 10/29/2016,Sat: 9:00 AM-12:30 PM;,,,,,,,-75.146537,40.388588,,8/17/2016 14:37
1012789,Charles Town Farmers Market,,https://www.facebook.com/Charles-Town-Farmers-Market-WV-198296286944643/,,,,100 block of South Samuel Street,Charles Town,Jefferson,West Virginia,25414,04/16/2016 to 10/29/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-77.858224,39.288865,,8/19/2016 15:29
1012790,19/27 Community Farmers Market,,https://www.facebook.com/1927-Community-Farmers-Market-1505265436358960/,,,,NE 7th Ave,Chiefland,Levy,Florida,32626,09/03/2016 to 06/24/2017,Sat: 8:30 AM-1:00 PM;,09/02/2017 to 06/30/2018,Sat: 8:30 AM-1:00 PM;,,,,,-82.8578732,29.4848541,,8/19/2016 16:07
1012791,Main Street Wadsworth Farmers Market,http://www.wadsworthfarmersmarket.com,https://www.facebook.com/MainStreetWadsworthFarmersMarket/?fref=nf,,,,151 Main Street,Wadsworth,Medina,Ohio,44281,,Sat: 9:00 AM-12:00 PM;,,,,,,,-81.7284945,41.0239638,,8/21/2016 7:58
1012792,Winter Farmers Market by Grow Oak Ridge,http://www.GrowOakRidge.org,https://www.facebook.com/GrowOakRidge/?fref=ts,,,https://www.instagram.com/growoakridge/,323 Vermont Avenue,Oak Ridge,Anderson,Tennessee,37830,12/03/2016 to 02/25/2017,Sat: 10:00 AM-1:00 PM;,,,,,,,-84.250956,36.017191,,8/22/2016 10:32
1012793,Old Town Newhall Farmers Market,http://oldtownnewhall.com,Old Town Newhall Farmers Market,Old Town Newhall FM,,Instagram,24500 Main Street,Newhall,Los Angeles,California,91321,01/01/2016 to 12/31/2016,Sat: 8:30 AM-12:30 PM;,,,,,,,-118.518215,34.359773,,8/24/2016 14:17
1012794,Kingman Farmers Market,http://www.kingmanfarmersmarket.org,https://www.facebook.com/KingmanFarmersMarket/,,,,102 E Beale St,Kingman,Mohave,Arizona,86401,03/04/2017 to 06/24/2017,Sat: 9:30 AM-1:30 PM;,07/01/2017 to 09/30/2017,Sat: 8:00 AM-12:00 PM;,10/07/2017 to 11/18/2017,Sat: 9:00 AM-1:00 PM;,,,-114.057378,35.18972,,8/24/2016 15:23
1012796,Royalton Farmers Market,,Royalton farmers market@facebook.com,,,,Windsor street,S Royalton ,Windsor,Vermont,5068,05/12/2016 to 10/20/2016,,,,,,,,-72.521463,43.82003,,8/25/2016 12:16
1012798,Morrisville Farmers Market,,Morrisville farmers and Artisan markets ,,,,Portland Street,"Morrisville, VT",Lamoille,Vermont,5661,,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.661686,44.371731,,8/25/2016 17:42
1012799,The West River Farmers Market,http://westriverfarmersmarket.com,West River Farmers Market,,,Instagram - westriverfarmersmarket,,Londonderry,Windham,Vermont,,05/28/2016 to 10/08/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.8064866,43.2264643,,8/26/2016 10:48
1012801,F.A.R.M. (Farmer's Atlanta Road Market),http://www.FARMSmyrna.com,https://www.facebook.com/FARMSmyrna/?fref=ts,,,stbfarm@gmail.com,2160 Cooper Lake Road,Smyrna,Cobb,Georgia,30080,04/05/2016 to 10/25/2016,Tue: 4:30 PM-7:00 PM;,,,,,,,-84.4940793,33.8506111,,9/5/2016 21:15
1012802,St. Andrews Waterfront Farmers Market,http://www.historicstandrews.com/farmers-market/,https://www.facebook.com/St.Andrews.Waterfront.Farmers.Market/,,,,1201 Beck Avenue,Panama City,Bay,Florida,FL,01/01/2016 to 12/31/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-85.701673,30.170729,,9/8/2016 10:55
1012803,White Barn Local,http://www.whitebarnlocal.com,www.facebook.com/whitebarnlocal,,,,Online,Chardon,Geauga,Ohio,,01/01/2016 to 12/31/2016,Mon: 12:00 AM-11:00 PM;Tue: 12:00 AM-11:00 PM;Wed: 12:00 AM-11:00 PM;Thu: 12:00 AM-11:00 PM;Fri: 12:00 AM-11:00 PM;Sat: 12:00 AM-11:00 PM;Sun: 12:00 AM-11:00 PM;,,,,,,,-81.183629,41.604726,,9/12/2016 11:48
1012804,hubbs farm & garden center ,http://www.hubbsfarm.com,hubbsfarm,hubbsfarm,,,29240 state road 46 ,sorrento,Lake,Florida,32776,01/01/2016 to 12/31/2016,Thu: 10:00 AM-5:00 PM;Fri: 10:00 AM-5:00 PM;Sat: 10:00 AM-5:00 PM;Sun: 10:00 AM-5:00 PM;,,,,,,,-81.472665,28.815663,,9/13/2016 16:21
1012808,Corte Bella Farmers Market,http://www.azFarmersMarkets.US,,,,,"22135 N Mission Dr, Sun City West, AZ 85375",Peoria ,Maricopa,Arizona,85375,09/14/2016 to 04/15/2017,Wed: 10:00 AM-1:00 PM;,,,,,,,-112.342222,33.683068,,9/23/2016 20:22
1012809,Estrella Lakeside Market,http://www.azFarmersMarkets.US,,,,,"	10336 S Estrella Pkwy, 85338, USA","Goodyear, AZ ",Maricopa,Arizona,85338,09/17/2016 to 04/15/2017,Sat: 10:00 AM-1:00 PM;,,,,,,,-112.429459,33.352917,,9/23/2016 20:45
1012812,South Bossier Farmer's Market,http://www.faithfarmsarena.com,https://www.facebook.com/Southbossierfarmersmarket/?fref=ts,,,,1145 Hwy 527,Elm Grove,Bossier,Louisiana,71051,10/09/2016 to ,Sun: 12:00 PM-4:00 PM;,,,,,,,-93.571389,32.397555,,10/6/2016 11:51
1012815,M&M Farmers Market in Menominee,,,,,,1207 8th Ave,Menominee ,Menominee,Michigan,49858,10/01/2016 to 05/06/2017,Sat: 9:00 AM-12:00 PM;,05/06/2017 to 10/07/2017,Sat: 9:00 AM-12:00 PM;,,,,,-87.61861,45.105557,,10/11/2016 9:40
1012817,Kingstowne Farmers Market ,,,,,,5870 Kingstowne Ctr,Alexandria ,Fairfax,Virginia,22315,05/06/2016 to 10/28/2016,Fri: 4:00 PM-7:00 PM;,,,,,,,-77.13554,38.772762,,10/12/2016 23:29
1012818,Brown University Farmers Market,http://www.farmfresh.org/food/farmersmarkets_details.php?market=5,,,,,201 Thayer Street,Providence ,Providence,Rhode Island,2912,09/07/2016 to 10/26/2016,Wed: 11:00 AM-2:00 PM;,,,,,,,-71.400122,41.826784,,10/24/2016 10:24
1012822,Armory Farmers Market,,,,,,Parade Street,Providence ,Providence,Rhode Island,2909,05/26/2016 to 10/27/2016,Thu: 3:30 AM-7:00 PM;,,,,,,,-71.431725,41.814292,,10/24/2016 12:08
1012824,Downtown Providence Farmers Market,,,,,,2 Kennedy Plaza,Providence ,Providence,Rhode Island,2903,07/05/2016 to 10/25/2016,Tue: 3:00 PM-6:00 PM;,,,,,,,-71.411813,41.825232,,10/24/2016 12:41
1012825,Central Falls Farmers Market,,,,,,129 Garfield Street,Central Falls ,Providence,Rhode Island,2863,07/06/2016 to 10/26/2016,Tue: 2:30 PM-6:00 PM;,,,,,,,-71.395371,41.886107,,10/24/2016 13:11
1012826,The PATCH Urban Farm and Market,http://www.thepatchgarden.com,https://www.facebook.com/PATCHGarden/?fref=ts,,,,1201 West Dania Beach Blvd.,Dania Beach,Broward,Florida,33004,01/01/2016 to 12/31/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-80.1513358,26.0521352,,10/24/2016 13:46
1012827,Heirloom Farmers Markets at the Rillito Park Food Pavilion,https://www.heirloomfm.org/,https://www.facebook.com/HeirloomFarmersMarkets/,https://twitter.com/heirloomfm,https://www.youtube.com/channel/UCGDnrljMLcY4U1UI1Qx8DdQ,https://vimeo.com/heirloomfm,4502 N. 1st Ave,Tucson,Pima,Arizona,85718,01/01/2016 to 12/31/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-110.960495,32.289541,,10/27/2016 12:55
1012838,Marian's Market,,,,,,Arivaca Rd,Arivaca,Pima,Arizona,85601,01/01/2016 to 12/31/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-111.307724,31.6151821,,10/25/2016 17:30
1012839,Weaver Library Farmers' Market,http://www.eastprovidencelibrary.org,https://www.facebook.com/Weaver-Library-Farmers-Market-1704373393183379,,,@weaverlibrary,41 Grove Avenue,East Providence ,Providence,Rhode Island,2914,06/23/2016 to 09/08/2016,Thu: 4:00 PM-7:00 PM;,,,,,,,-71.375259,41.818466,,10/27/2016 12:09
1012841,Heirloom Farmers Markets Fridays at Trail Dust Town,https://www.heirloomfm.org/,https://www.facebook.com/HeirloomFarmersMarkets/,https://twitter.com/heirloomfm,https://www.youtube.com/channel/UCGDnrljMLcY4U1UI1Qx8DdQ,https://vimeo.com/heirloomfm,6541 E Tanque Verde Rd,Tucson,Pima,Arizona,85715,01/01/2016 to 12/31/2016,Fri: 9:00 AM-1:00 PM;,,,,,,,-110.853253,32.247147,,10/27/2016 12:46
1012842,Fort Smith Farmers Market,,www.facebook.com/FortSmithFarmersMarket,,,instagram  @FSfarmersmarket,"15 N 2nd St, Fort Smith, AR 72901",Fort Smith ,Sebastian,Arkansas,72901,01/01/2016 to 12/31/2016,Tue: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,-94.427993,35.389901,,10/27/2016 14:24
1012843,Flagstaff Community Market,http://www.flagstaffmarket.com,flagstaff community market,,,,211 W Aspen Ave,Flagstaff ,Coconino,Arizona,86001,05/01/2017 to 10/15/2017,Sun: 8:00 AM-12:00 PM;,,,,,,,-111.6516204,35.1990616,,10/27/2016 23:19
1012844,Hope Street Farmers Market,http://www.hopestreetmarket.com/,,,,,1059 Hope Street,Providence ,Providence,Rhode Island,2906,05/06/2017 to 10/28/2017,Sat: 9:00 AM-1:00 PM;,05/31/2017 to 10/25/2017,Wed: 3:00 PM-6:00 PM;,,,,,-71.39151,41.854673,,10/28/2016 14:45
1016768,North Scituate Farmers Market,http://www.scituatefarmersmarketri.org/,https://www.facebook.com/scituatefarmersmarketri/?ref=page_internal,,,,46 Institute Lane,North Scituate,Providence,Rhode Island,2857,05/07/2016 to 10/01/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-71.585906,41.833758,,10/31/2016 10:31
1016770,Ktizo UCC Farmers' Market,, https://www.facebook.com/ktizofarmersmarket,,,,8740 N. 35th ave,Phoenix,Maricopa,Arizona,85051,10/02/2016 to 02/04/2017,,,,,,,,-112.134509,33.565282,,11/4/2016 5:26
2000001,Center for Design Practice - Mobile Farmers Market,http://www.realfoodfarm.org/get-food/mobilemarket/,https://www.facebook.com/rffpage,,,,,,,Maryland,,,,,,,,,,,,,2013
2000002,Dig It!,http://www.thresholdpa.org,,,,,,,,Pennsylvania,,,,,,,,,,,,,2013
2000004,Farm a la Carte,http://revivalfoods.com/pages/farm-a-la-carte,https://www.facebook.com/RevivalFoods,,,,,,,Georgia,,,,,,,,,,,,,2013
2000005,Farm Fresh Mobile Market,http://southsideinterfaithcdc.org,,,,,,,,New York,,01/01/2014 to 12/31/2014,,,,,,,,,,,2013
2000006,Farm to family,http://thefarmbus.com/,https://www.facebook.com/Farm2Family,,,,,,,Virginia,,,,,,,,,,,,,2013
2000007,Farmer’s Market Express,http://mab63.wordpress.com/2012/05/23/the-biggest-food-truck-ever/,https://www.facebook.com/FarmersMarketXP,,,,,,,California,,,,,,,,,,,,,2013
2000008,Food Shuttlle,http://foodshuttle.org/,https://www.facebook.com/InterFaithFoodShuttle,,,,,,,North Carolina,,,,,,,,,,,,,2013
2000009,Freshest Cargo: Mobile Farmers’ Market,http://freshapproach.org/mobile-farmers-market/,https://www.facebook.com/FreshestCargo,,,,,,,California,,,,,,,,,,,,,2013
2000010,Fulton Fresh Mobile Farmer’s Market,http://www.fultoncountyga.gov/latest-news/6106-fulton-fresh-mobile-farmers-market-opens-2013-season-on-wednesday-june-12th,,,,,,,,Georgia,,,,,,,,,,,,,2013
2000011,Go Fresh mobile farmer's market,http://www.masslive.com/news/index.ssf/2013/07/mobile_farmers_market_expands.html,https://www.facebook.com/pages/Go-Fresh-Springfield-Mobile-Farmers-Market/126945884179257,,,,,,,Massachusetts,,,,,,,,,,,,,2013
2000012,Gorge Grown Mobile Farmers' Market,http://www.gorgegrown.com/project/mobile-market.cfm,https://www.facebook.com/pages/Gorge-Grown-Food-Network/62066472820,,,,,,,Oregon,,,,,,,,,,,,,2013
2000013,Green Mountain - mobile farmers market,http://www.greenmountainfarmtoschool.org/programs/mobile-market/,https://www.facebook.com/pages/Green-Mountain-Farm-to-School/180053718451,,,,,,,Vermont,,,,,,,,,,,,,2013
2000014,Greensgrow Farms mobile food delivery system,http://www.greensgrow.org/mobile-markets/,https://www.facebook.com/pages/Greensgrow-Farms/66323974768?ref=mf,,,,,,,Pennsylvania,,,,,,,,,,,,,2013
2000016,Honeybee Mobile Farmers Market,http://www.honeybeemobilemarket.com/,https://www.facebook.com/HoneybeeMobileMarket/info,,,,,,,Minnesota,,,,,,,,,,,,,2013
2000017,Hub City mobile farmers market,http://www.hubcityfm.org/markets/mobile-market/,https://www.facebook.com/HubCityFM?fref=ts,,,,,,,South Carolina,,,,,,,,,,,,,2013
2000019,Merced County’s mobile farmers market ,http://www.modbee.com/2013/11/18/3039692/mobile-grocerys-debut-a-big-success.html,,,,,,,,California,,,,,,,,,,,,,2013
2000020,Mobile Farm Fresh of NC,http://mobilefarmfresh.com/,https://www.facebook.com/MobileFarmFresh,,,,,,,North Carolina,,,,,,,,,,,,,2013
2000021,Osage Nation Sr. Farmers Market,,,,,,,,,Oklahoma,,07/01/2014 to 07/31/2014,,,,,,,,,,,2013
2000022,Real Food System,http://www.realfoodfarm.org/get-food/mobilemarket/,https://www.facebook.com/rffpage,,,,,,,Maryland,,,,,,,,,,,,,2013
2000026,Riverview Farms of Ranger,http://www.grassfedcow.com/FarmMobile.html,https://www.facebook.com/farmmobile,,,,,,,Georgia,,,,,,,,,,,,,2013
2000028,San Joaquin Mobile Farmers Market,http://www.partnershipph.org/gallery/story/san-joaquin-mobile-farmers-market,,,,,,,,California,,,,,,,,,,,,,2013
2000030,Steve Casey's Mobile Produce Market,http://www.freshmoves.org/,https://www.facebook.com/freshmoves,,,,,,,Illinois,,,,,,,,,,,,,2013
2000032,TMC Healthy Harvest Mobile Market,http://www.pitch.com/FastPitch/archives/2012/07/17/tmc-healthy-harvest-mobile-market-is-now-rolling-in-kansas-city,https://www.facebook.com/HHEDCMobileMarket,,,,,,,Missouri,,,,,,,,,,,,,2013
2000033,Tri-Community Mobile Farmers Market,https://www.facebook.com/groups/419868484808209/,https://www.facebook.com/groups/419868484808209/,,,,,,,New Mexico,,,,,,,,,,,,,2013
